id,replyCount,likeCount,publishedAt,text,translation,authorName,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName,,Pro-Hamas,Pro-Israel,Media Criticism,Anti-Israel,Anti-Hamas,Jihad Discourse,Critisim Other Arab States,,Support for Media
UgxiSbbgEXsNiyJRGjx4AaABAg,0,0,2023-10-11 10:13:28,لي قلبو على اهلنا في فلسطين ويريد أن ينصرهم ولا يعلم كيف اقترح أمور بسيطة والي عندو افكار يطرحها وعلى المسلمين التنفيذ اقترح دعم المقاطع التي تظهر تقدم المقاومة وبسالتها ومشاركتها على نطاق واسع اقترح الابلاغ عن المقاطع التي تؤيد العدو الصهيوني وان استطعتم اختراق القنوات والصفحات فهذا أفضل بكثير من هو متمكن من اللغات خاصة الإنجليزية مكانك في القنوات الأجنبية خاصة الأمريكية والإسرائيلية علقوا بكثرة وافضحوا الاحتلال وبينوا حقيقة القضية الفلسطينية هيا يا مسلمين لا تقعدوا وتتفرجوا إخوانكم تحت القصف دون ماء ولا كهرباء ولا دواء ينتظرون نصرتكم ودعاءكم,"He has a heart for our people in Palestine and wants to support them and does not know how to suggest simple things and whoever has ideas to put forward and Muslims must implement them. I suggest supporting clips that show the progress of the resistance and its valor and sharing them widely. I suggest reporting clips that support the Zionist enemy, and if you can hack channels and pages, this is much better who is proficient in languages, especially English, your place in foreign channels, especially American and Israeli, comment frequently, expose the occupation and show the truth about the Palestinian cause.",@golftrade,UCJIgeOVHc1JileV30ROr5rA,http://www.youtube.com/@golftrade,0,,,,,,,,,,,,
UgzQGTLp21yp6Q0nH714AaABAg,0,0,2023-10-11 09:08:50,لعن الله.دويلةالشر وشرها وإنشاء الله النصر قادم بإذن الله تعالى، حفظ الله غزةوكل فلسطين وأهلها.,"God curse the evil state and its evil, and God willing, victory is coming, God willing, God bless Gaza and all of Palestine and its people.",@user-ku7wz8dh6o,UCJEFqu7MSAhRf6rYqq43Z2g,http://www.youtube.com/@user-ku7wz8dh6o,0,,,,,,,,,,,,
UgxFUFenV_D-21HOv794AaABAg,0,0,2023-10-11 04:57:18,أنتم أغبياء لا أمل في استهدافهم للشباب في حفل موسيقي. غير مسلح. هناك طرق أفضل لتوضيح نقطة ما. العالم كله يحترق !!! لن ترى صيفًا أو شتاءً آخر مرة أخرى. وهذا وعد !! بالله نفسه. لأنه لم يرغب أبدًا في قتل الأطفال الذين يستمتعون بالحياة! 'antum 'aghbia' la 'amal fi aistihdafihim lilshabab fi hafl musiqi. ghayr musalahin. hunak turuq 'afdal litawdih nuqtat ma. alealam kuluh yahtariq !!! lan taraa syfan 'aw shta'an akhir maratan 'ukhraa. wahadha waed !! biallah nafsihi. li'anah lam yarghab abdan fi qatl al'atfal aladhin yastamtieun bialhayati!,You are hopeless idiots for targeting young people at a concert. Unarmed. There are better ways to make a point. The whole world is on fire! You will never see another summer or winter again. That's a promise!!! By God himself. Because he never wanted to kill children who enjoy life! 'Antum 'aghbia' la 'amal fi aistihdafihim lilshabab fi hafl musiqi. ghayr musalahin. hunak turuq 'afdal litawdih nuqtat ma. alealam kuluh yahtariq!!! lan taraa syfan 'aw shta'an akhir maratan 'ukhraa. Wahadha waed!!! biallah nafsihi. li'anah lam yarghab abdan fi qatl al'atfal aladhin yastamtieun bialhayati!,@pw6498,UCDZL4d4SfckRtjQcJsZ7B4w,http://www.youtube.com/@pw6498,0,,,,,,,,,,,,
UgzJo452kHUegV96MTF4AaABAg,0,0,2023-10-11 02:08:47,India stand for Israil,India stand for Israil,@Bulandbiharstudycentre39,UCRd3TjxWFqZ0fFO3L3VTcbA,http://www.youtube.com/@Bulandbiharstudycentre39,0,,,,,,,,,,,,
UgwQU3pOM-LB-fB78614AaABAg,1,0,2023-10-11 01:58:08,Dios está con Israel Pueblo palestino entreguen estos perros 🐕 animales de hamas el Dios de Israel Bendiga a su pueblo Israel,Dios está con Israel Pueblo palestino entreguen estos perros 🐕 animales de hamas el Dios de Israel Bendiga a su pueblo Israel,@alfredoguerra4555,UCbJ3tn41LpeKHsNaxgUlS1w,http://www.youtube.com/@alfredoguerra4555,0,,,,,,,,,,,,
UgwQU3pOM-LB-fB78614AaABAg.9vhvgKoqIPL9viccsOnRQk,NA,1,2023-10-11 08:30:53,🇮🇱🤮🦧🦧🦧🦧,🇮🇱🤮🦧🦧🦧🦧,@1453.4,UCnL4cbZGXwrVI1ZoHEr1ieg,http://www.youtube.com/@1453.4,1,UgwQU3pOM-LB-fB78614AaABAg,@alfredoguerra4555,,,,,,,,,,
UgzxK_is8V9Qsurh9814AaABAg,0,0,2023-10-10 23:16:44,ماترکمن هاتا قطره خون آخرباشماهستیم,Markman Hatta is a drop of Khun Akhtarbashmahistem's treason.,@mehranazimi-ll1yj,UCxPzzH6P0AtAeTK-LfPXKcA,http://www.youtube.com/@mehranazimi-ll1yj,0,,,,,,,,,,,,
UgxpgpP7tpjckBlEbJh4AaABAg,0,0,2023-10-10 22:50:54,ياشباب اتابع القنوات الاماراتيه والبحرينيه بيقول قتل مسلحين فلسطيين وهقتحمو مسلحين إسرائيل وصلني احساس هولاء ليس عرب بل يهود تبا لكم ولعروبتكم,"I'm watching Emirati and Bahraini channels saying that they killed Palestinian militants and attacked Israeli militants, and I got the feeling that these are not Arabs but Jews.",@user-ij4bd1fc5k,UCvTHrQJMBP_0VZ9RpvUYvAQ,http://www.youtube.com/@user-ij4bd1fc5k,0,,,,,,,,,,,,
UgxNCk5uvtUyXs3OVcR4AaABAg,0,0,2023-10-10 21:49:48,الله يحميكم وينصركم يا ابطال فلسطين ايه الشعب الاسطوري اثلجتم صدورنا وارحتمونا فوالله والله نسينا المعاناه واهموم والازمه التي نعيشها في اليمن واصبحنا فرحانين ومبهوجين ومعيدين بما نرى بما قمتم به من عمل عظيم عظيم واسطوري في عملية طوفان الاقصى نحن معكم نشد على ايديكم ايه الابطال الاحباب النصر لكم بإذن الله القوي الجبار,"God protects you and gives you victory, O heroes of Palestine, the legendary people, you have warmed our breasts and comforted us, for God and God, we have forgotten the suffering, worries and the crisis that we live in Yemen, and we have become joyful, cheerful and reassured by what we see with what you have done of your great, great and legendary work in Operation Al-Aqsa Flood, we are with you, we support you, beloved heroes, victory for you, God willing, the mighty and powerful God.",@user-pc4gk3cj9d,UCgkzEP1Sho1B3Sgr2Zyp2ew,http://www.youtube.com/@user-pc4gk3cj9d,0,,,,,,,,,,,,
UgxipGqYWrjgCFFLZop4AaABAg,0,0,2023-10-10 20:32:19,👉🇸🇦👎🤮🤮,👉🇸🇦👎🤮🤮,@ijazaahpalzuu7650,UCdfpttQc8DZ6KzbPreZ6QpA,http://www.youtube.com/@ijazaahpalzuu7650,0,,,,,,,,,,,,
UgxYEuK91wIbvGHLHih4AaABAg,0,1,2023-10-10 19:15:29,"🇦🇪🤜🇮🇱🤛🇸🇦😡😡😡👎👎👎QATAR,IRAN,always suport palestine ❤❤FREE PALESTINE ONEDAY INSAALLAH ☝️☝️☝️☝️I am from INDIA 🇮🇳🇮🇳🇮🇳❤️❤️❤️","🇦🇪🤜🇮🇱🤛🇸🇦😡😡😡👎👎👎QATAR,IRAN,always suport palestine ❤❤❤FREE PALESTINE ONEDAY INSAALLAH ☝️☝️☝️☝️I am from INDIA 🇮🇳🇮🇳🇮🇳❤️❤️❤️",@hamjavlogs9665,UCkM5gwZ9tQHDAZxy_TL91FQ,http://www.youtube.com/@hamjavlogs9665,0,,,,,,,,,,,,
UgwBB5tafayOXDD_9kh4AaABAg,0,0,2023-10-10 16:09:36,🇲🇦❤️🇵🇸,🇲🇦❤️🇵🇸,@FahdslimaniMohamed,UCtRqukUVAdXHp9dT1sMzscQ,http://www.youtube.com/@FahdslimaniMohamed,0,,,,,,,,,,,,
Ugz7d79rOXnz3bKg_Nd4AaABAg,1,0,2023-10-10 11:38:04,نحن مع فلسطين ضالمة أو مظلومة اللهم نصر إخواننا في فلسطين ونصرهم عن القوم الكافرين🇵🇸🇵🇸🇵🇸🇵🇸❤,"We are with Palestine, whether oppressed or oppressor. الكافرين🇵🇸🇵🇸🇵🇸🇵🇸❤",@AliGamer-sg5lg,UCgG7Z_khnKwCb_j2hDnMpHQ,http://www.youtube.com/@AliGamer-sg5lg,0,,,,,,,,,,,,
Ugz7d79rOXnz3bKg_Nd4AaABAg.9vgOG17GQd_9vim9W2hAxU,NA,0,2023-10-11 09:54:07,Matar bebês... Tem certeza do que você está falando seu jumento,Matar bebês... Tem certeza do que você está falando seu jumento,@LplayGamess,UCuMDOA5zur2QPNqGdglAkzg,http://www.youtube.com/@LplayGamess,1,Ugz7d79rOXnz3bKg_Nd4AaABAg,@AliGamer-sg5lg,,,,,,,,,,
UgyWPURqtDJMs_y_zI94AaABAg,0,0,2023-10-10 11:27:11,اللهم انصر الاسلام واعز المسلمين اجمعين ودمر اعداك اعداء الاسلام انك على كل شيء قدير,"O Allah, victory for Islam, victory for all Muslims, and destruction of your enemies, the enemies of Islam, you are omnipotent.",@user-zk6zd8lc2j,UCJ8L3JXTrTvDmuHGi68og7Q,http://www.youtube.com/@user-zk6zd8lc2j,0,,,,,,,,,,,,
UgwjPKXygwesi1G4W2h4AaABAg,0,0,2023-10-10 11:14:12,قاطعوا سكاي نيوز ايها الفلسطينيون,"Boycott Sky News, Palestinians",@user-vf3hy2sv8s,UCVAudJpXsGzNI2BF2LZPapw,http://www.youtube.com/@user-vf3hy2sv8s,0,,,,,,,,,,,,
Ugw0HqVEAtzmqLh8N2t4AaABAg,0,0,2023-10-10 10:15:28,فلسطین ❤️❤️❤️❤️❤️ حماس ❤️🙏❤️🙏,Palestine ❤️❤️❤️❤️❤️ Hamas ❤️🙏❤️🙏,@user-mz7vs4qv6g,UCexSoJk_d1WdOeW4XcVISVA,http://www.youtube.com/@user-mz7vs4qv6g,0,,,,,,,,,,,,
UgzD6hcJ0gRI086O2OJ4AaABAg,0,0,2023-10-10 10:08:13,العنف والاختطاف ليسا مقبولين اوقفو الحرب لم يعلم الله الناس أن يختطفوا أو يعتدوا على الناس. 🇰🇷 ❤ 💕 💜,"Violence and kidnapping are unacceptable, stop the war, God didn't teach people to kidnap or assault people. 🇰🇷 ❤ 💕 💜",@itcar5549,UCeAEuMPEk0rB6ZkEugN4sAA,http://www.youtube.com/@itcar5549,0,,,,,,,,,,,,
UgxOtEeX2Dr-DMzdcI14AaABAg,0,0,2023-10-10 07:36:37,والله عيب عيب احنا العرب اشبينا ايران تقتحم إسرائيل واحنا العرب كاعدين وساكتين مثل النسوان والله عيب عيب وخزي,"We, the Arabs, are like Iran storming Israel, and we, the Arabs, are asleep and silent like women, and God is shameful, shameful, shameful, and disgraceful.",@user-ji3ir5ii3b,UC16tQxW6-YClxO3I77B7VCg,http://www.youtube.com/@user-ji3ir5ii3b,0,,,,,,,,,,,,
UgyMsiEevdwnc4-JogN4AaABAg,0,3,2023-10-10 06:39:30,من السودان😢🇸🇩🇸🇩🇸🇩 اللهم انصر إخواننا الفلسطينين,From Sudan😢🇸🇩🇸🇩🇸🇩,@user-rp8xt4xl7m,UCLI9lBAkhmbQ7VgVncTdPyA,http://www.youtube.com/@user-rp8xt4xl7m,0,,,,,,,,,,,,
UgxAh-nzqT8F4Ep-uml4AaABAg,0,0,2023-10-10 06:38:58,Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥,Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥Love ❤‍🔥,@amongstar1407,UCWitFjcT8KX64nODVauLm_w,http://www.youtube.com/@amongstar1407,0,,,,,,,,,,,,
UgyGUzqVlLt4X29Rx3l4AaABAg,0,0,2023-10-10 05:53:52,دكوا اسوار بني قريضة…. ما اشبه اليوم بالبارحة… يظنون انها مانعتهم حصونهم من عطب الله … فجاءهم غظب الله من حيث لم يحتسبوا!!!!فخر عليهم السقف…صبرا وشاتيلا،، قنّا،، حمام الشط .. مفاعل تموز النووي..يحي المشد،،. الزواري ابو جهاد ابو عمار الرنتيسي الشيخ احمد ياسين .. يحي عياش ..الجعبري ..صدام حسين ونخبة العراق من القادة والعلماء..,"They tore down the walls of Bani Quraydah. Today is like yesterday... They thought that their fortresses prevented them from God's punishment... God's wrath came to them from where they did not expect.... The roof came down on them... Sabra and Shatila, Qana, Hammam al-Shat... Tammuz nuclear reactor, Yahya al-Mashad, ... Zuwari, Abu Jihad, Abu Ammar, Rantisi, Sheikh Ahmed Yassin. Yahya Ayyash, al-Jaabari, Saddam Hussein and Iraq's elite leaders and scientists.",@medalamjad2623,UCnTU1faP3dsqb98dsve3QVA,http://www.youtube.com/@medalamjad2623,0,,,,,,,,,,,,
UgygWJVWiNACpKIuObt4AaABAg,0,0,2023-10-10 05:04:03,الإمارات العربية ماهي إلا إسرائيل العرب فلعنت الله عليهم,"The UAE is nothing more than Arab Israel, God damn them",@user-bc9gt7wq8g,UC-L0fHFJw2UQaQscF-S2_LA,http://www.youtube.com/@user-bc9gt7wq8g,0,,,,,,,,,,,,
UgzCOS3WI-1z0Uqarvl4AaABAg,0,0,2023-10-10 04:03:18,الجيوش العربيه فقط استعراض القوة العسكرية على شعوبهم انصح الجيوش العربيه بيع ترسانتها العسكرية لإطعام ملايين الجوعى من شعوبهم بدلآ ان تصدأ تلك المعدات العسكرية المخزنه داخل الثكنات العسكرية ولاتخرج الا وقت الاستعراض العسكري من مخبائها او لقمع المتظاهرين السلميين والمطالبين بحقوقهم المشروعة ولايملكون الجرئه لمحاربه اعداء شعوبهم لانهم أمام اعداء الشعوب العربية قطط سمان وأليفه ولهذا السبب انصح بيعها بالسرعه الممكنه حسبنا الله ونعم الوكيل…,I advise the Arab armies to sell their military arsenal to feed millions of hungry people instead of rusting those military equipment stored inside military barracks and only come out at the time of the military parade from their hiding place or to suppress peaceful demonstrators and those demanding their legitimate rights and do not have the courage to fight the enemies of their peoples because before the enemies of the Arab peoples are fat and tame cats and for this reason I recommend selling them as soon as possible...,@kinglion693,UCzcGmSpYFb7BnWVZLLqR5Uw,http://www.youtube.com/@kinglion693,0,,,,,,,,,,,,
Ugy5pH4O8cSaZHefkTd4AaABAg,0,0,2023-10-10 02:36:49,y'all are being played. you're ♟ pawns & u can't see it.,y'all are being being played. you're ♟ pawns & u can't see it.,@emmapeel8163,UCSGpebf2DIvRHZFDh5KU9wA,http://www.youtube.com/@emmapeel8163,0,,,,,,,,,,,,
UgzZWExRAMj7KU-vqkZ4AaABAg,0,0,2023-10-10 02:21:51,و بابابابابا وينك يا رئيس ززاير فضحتنا بالشعارات و حنا مع فلسطين وكذا . بفففف بياع فرنسا و جواع الشعب الززايري. شباب الجزائر كامل في تركيا حابين يحرگو شوهونا مع الاتراك,"And Babababa Wink, President of Zaire, you exposed us with slogans and we are with Palestine and so on. Pffffffffffffffffffffffffffffffffffffffffffffffffffffffffff. The entire Algerian youth in Turkey want to move us with the Turks",@mohanadtarek8334,UC2pWTRSppLNSqB1AGzu37wQ,http://www.youtube.com/@mohanadtarek8334,0,,,,,,,,,,,,
UgxJHgHBTKngXMh5tUd4AaABAg,0,0,2023-10-10 01:57:52,Dios bendiga a Israel y lo proteja de todos sus enemigos,Dios bendiga a Israel y lo proteja de todos sus enemigos,@ablogistictrailroad5471,UCVCrkrDsF6Kb8EzGvEzfYsw,http://www.youtube.com/@ablogistictrailroad5471,0,,,,,,,,,,,,
Ugw-8spTK1BSFwiBVXN4AaABAg,0,0,2023-10-10 01:38:41,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸♥️♥️♥️♥️,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸♥️♥️♥️♥️,@syedliyakatali593,UCPiyaZx46mV9ZzsciEqA56g,http://www.youtube.com/@syedliyakatali593,0,,,,,,,,,,,,
UgxuokVlMwvgi9sHmzB4AaABAg,0,0,2023-10-10 00:24:18,واجب على كل مسلم الوقوف مع اهلنا في فلسطين عامه وغزه خاااصه,It is the duty of every Muslim to stand with our people in Palestine in general and Gaza in particular.,@user-wo1ql5ew9i,UCR38tVL7JAoQI8CdAiCv3Kw,http://www.youtube.com/@user-wo1ql5ew9i,0,,,,,,,,,,,,
UgxzRLax5q4mwBqiu-R4AaABAg,1,1,2023-10-10 00:18:25,من اليمن .نسئل الله عز وجل ان ينصر شعبنا الفلسطيني ويهلك العدو الاسرائيلي.,"From Yemen, we ask God Almighty to give victory to the Palestinian people and destroy the Israeli enemy.",@user-jq8je8lf7y,UCky6k8xrHfllVE2rsqA-Jpg,http://www.youtube.com/@user-jq8je8lf7y,0,,,,,,,,,,,,
UgxzRLax5q4mwBqiu-R4AaABAg.9vfAU2x0ibj9vimGFJ2t4D,NA,0,2023-10-11 09:55:02,Covarde ...,Covarde ...,@LplayGamess,UCuMDOA5zur2QPNqGdglAkzg,http://www.youtube.com/@LplayGamess,1,UgxzRLax5q4mwBqiu-R4AaABAg,@user-jq8je8lf7y,,,,,,,,,,
Ugw666KXoPO12TK7eel4AaABAg,0,0,2023-10-10 00:18:19,تحيا فلسطين للمسلم موت شهيد خير من عيش تحت حكم استعمار تحيا جزائر فلسطنية,"Long live Palestine for the Muslim, the death of a martyr is better than living under colonial rule, long live Palestinian Algeria",@user-mg9sn9ml6h,UCGINxSRtGWux6UMBsdQ-Q7w,http://www.youtube.com/@user-mg9sn9ml6h,0,,,,,,,,,,,,
UgxyG1d42gpJrckoRVV4AaABAg,0,0,2023-10-10 00:09:35,الامارت هم يهود العرب,The Emirates are Arab Jews,@khaledtv7431,UCeej6jQBjbU64QYD32nJdhA,http://www.youtube.com/@khaledtv7431,0,,,,,,,,,,,,
UgwK2cDfEBixyBjuWRJ4AaABAg,0,0,2023-10-10 00:06:49,"👋👋🇮🇱🇮🇱🇮🇱👍🏻👍🏻👍🏻🇮🇱🇮🇱🇮🇱I hope the hostages and civilians who were kidnapped can hold on! come on! Israel and Palestine should resolve the conflict peacefully and stop the war! Falun Dafa is good, Truthfulness-Compassion-Forbearance is good!🙏🙏🙏","👋👋🇮🇱🇮🇱🇮🇱👍🏻👍🏻👍🏻🇮🇱🇮🇱🇮🇱I hope the hostages and civilians who were kidnapped can hold on! come on! Israel and Palestine should resolve the conflict peacefully and stop the war! Falun Dafa is good, Truthfulness-Compassion-Forbearance is good!",@user-ot7iy9hh9n,UCMacfo7dD2wtX_DEpy19ryg,http://www.youtube.com/@user-ot7iy9hh9n,0,,,,,,,,,,,,
UgwQ_uA4KwqgSbagg7p4AaABAg,0,0,2023-10-09 23:22:14,Palestine❤❤❤,Palestine❤❤❤❤,@alirezareyhani9627,UCmvyQ12_SNMrPxxLXQeXlug,http://www.youtube.com/@alirezareyhani9627,0,,,,,,,,,,,,
UgyP30S0dNGb3UM2qk14AaABAg,0,0,2023-10-09 23:11:32,I am very disappointed and frustrated with some powerful or rich OIC countries.They are still shamelessly seeing the cruelty of Israel over Palestinians without even an official condemnation. They only care about making more money and mega cities. They have no heart and brain and even balls anymore. Just very poor animal instinct in a human body. So pathetic!!🇲🇾,I am very disappointed and frustrated with some powerful or rich OIC countries. They are still shamelessly seeing the cruelty of Israel over Palestinians without even an official condemnation. They only care about making more money and mega cities. They have no heart and brain and even balls anymore. Just very poor animal instinct in a human body. So pathetic!!!🇲🇾,@ashravicmehmet6055,UC8Wu_LA4sMkrGoiiyTnrX4A,http://www.youtube.com/@ashravicmehmet6055,0,,,,,,,,,,,,
Ugyu_gIFNZk_Wo2Dit14AaABAg,0,0,2023-10-09 23:03:39,يعني فهموني واش معنتها طوفان كيف صار مافهمت غير إني أتمنى الخيرلشعب فلسطيني ويرحم شهدائنا الأبرار من فضلكم جاوبوني,"I don't understand what it means, but I wish the best for the Palestinian people and have mercy on our innocent martyrs, please answer me.",@mimimourad4110,UCmuMAIeITYbhgfFjbcLwXVw,http://www.youtube.com/@mimimourad4110,0,,,,,,,,,,,,
UgxmweeA5AIZcB5uc_N4AaABAg,0,0,2023-10-09 23:03:39,يعني فهموني واش معنتها طوفان كيف صار مافهمت غير إني أتمنى الخيرلشعب فلسطيني ويرحم شهدائنا الأبرار من فضلكم جاوبوني,"I don't understand what it means, but I wish the best for the Palestinian people and have mercy on our innocent martyrs, please answer me.",@mimimourad4110,UCmuMAIeITYbhgfFjbcLwXVw,http://www.youtube.com/@mimimourad4110,0,,,,,,,,,,,,
Ugyw-GySaClJ96GRu1Z4AaABAg,0,0,2023-10-09 21:23:47,دامات فلسطين عربيه ودام القدس لي المسلمون الله وأكبر الله وأكبر فلسطين حره أبيه,"Damat Palestine is Arab and Jerusalem is Muslim, God and Akbar God and Akbar God and Akbar Palestine is free his father",@user-mc3fh3zh7q,UCX0vYfKtc8zoYniwHqOog9Q,http://www.youtube.com/@user-mc3fh3zh7q,0,,,,,,,,,,,,
Ugzp6vK1AbUhGBkdkPR4AaABAg,0,0,2023-10-09 20:24:51,سياتي يوم على الحمارات وسترى ما ستراه دوام الحال من المحال سبحان من لا يخشى الدواءر فرج الله قريب,The day will come for the donkeys and you will see what you will see.,@tayebyacoubi9375,UCUa3BY3LSYOhCw83l9Sv4yw,http://www.youtube.com/@tayebyacoubi9375,0,,,,,,,,,,,,
UgwgCCdjJ6gXLvCNuMh4AaABAg,0,0,2023-10-09 20:21:20,اين انتم ياحكام العرب اخوانكم في فلسطين يحتاجون عونكم ايها الخونه ايها الجبناء والله انتم ليس مسلمين حالكم حال الصهاينه الكفره,"Where are you, Arab rulers, your brothers in Palestine need your help, you traitors, you cowards, and by God, you are not Muslims, just like the Zionist infidels",@user-lq3dv9je1q,UCtldhn3V6B3jUs8S4JZe3Rg,http://www.youtube.com/@user-lq3dv9je1q,0,,,,,,,,,,,,
UgwK3IkjEnaLFZ-SDe14AaABAg,0,0,2023-10-09 20:20:11,قنوات العبيد ماعرفو السياده فكلامهم على شاكلتهم اما الإسياد اولاد الإسياد الابطال كلامهم افعال وطوفان الأقصى أنشأ الله البديه والنهايه زوال اسرائيل و العبيد الخونا مثل قنات سكاي نيوز و مثيلاتيها,"The slave channels do not know sovereignty, so their words are their own, but the masters and the heroic children of the masters, their words are actions, and the flood of Al-Aqsa is the beginning and the end of the demise of Israel and the traitorous slaves like Sky News and its ilk.",@user-yl4xh7lu9i,UCA9ygEc0DiM2DAiV4ryCpIQ,http://www.youtube.com/@user-yl4xh7lu9i,0,,,,,,,,,,,,
UgxglYrOOXxdgTYK_zF4AaABAg,0,0,2023-10-09 20:16:12,من العراق اللهم انصر اخواننا الفلسطينيين النشامى والخزي والعار لدول الخليج الخونة المخانيث لحد الان ٦ عراقيين قاتلو معه اخوانهم في فلسطين واستشهدو,"So far, 6 Iraqis have fought with their brothers in Palestine and have been martyred, so far, 6 Iraqis have fought with their brothers in Palestine and have been martyred.",@abdullaenzy342,UCoDEgmKhhpb3CnA6Y2pnoeA,http://www.youtube.com/@abdullaenzy342,0,,,,,,,,,,,,
Ugz_Qsf4xCwnZtPnXxB4AaABAg,0,0,2023-10-09 19:46:25,فرق بين محللي قناة الجزيرة وقناة العربية ما بين السماء والأرض صدق الشيخ عبدالعزيز الطريفي حينما قال لو كانت قناة العربية في زمن النبي صلى الله عليه وسلم لكانت منبر المنافقين,"The difference between the analysts of Al-Jazeera and Al-Arabiya is between heaven and earth. Sheikh Abdulaziz Al-Turaifi believed when he said that if Al-Arabiya had been in the time of the Prophet (peace be upon him), it would have been the pulpit of the hypocrites.",@user-it4uj1ul5i,UCGgudOTpjTCe_Dp9WMs613A,http://www.youtube.com/@user-it4uj1ul5i,0,,,,,,,,,,,,
UgxYS0chHYLUxnPC1i94AaABAg,0,0,2023-10-09 19:42:49,اليهود يخوضون معركة خاسرة تاريخيا واستراتيجيا على المدى البعيد وهم في نهاية الامر لن يحققوا اهدافهم واحقادهم المزعومة,The Jews are fighting a losing battle historically and strategically in the long run and will ultimately not achieve their alleged goals and hatreds.,@amertubery,UC-iUqETl2pEc-7t6F401uIw,http://www.youtube.com/@amertubery,0,,,,,,,,,,,,
Ugw4Ur3DC9a90SdmLqd4AaABAg,0,0,2023-10-09 19:28:51,مصر، اهل، التضامن، والرجوله، في، هذه، الحرب، تبين، الخاين، والحاقد، والعاهر، والعميل،,"Egypt, people, solidarity, and manhood, in this war, shows the traitor, the spiteful, the whore, and the agent.",@user-rm5gv7qc7m,UCP4CkRyTE9xv5dSCq63f8DA,http://www.youtube.com/@user-rm5gv7qc7m,0,,,,,,,,,,,,
UgwlqFmLDCgzT0Cr0LN4AaABAg,0,0,2023-10-09 19:14:26,يجب على المجتمع المدني والامم المتحدة و مجلس الأمن الدولي و الجامعة العربية ان يقف على حماية الشعب الفلسطيني و دعم الحماية له وريونا حنا يديكم يا رأساء وملوك الدول العربية,"Civil society, the United Nations, the UN Security Council and the Arab League must stand up to protect the Palestinian people and support their protection, and show us your hands, presidents and kings of Arab countries.",@user-pq8us8xg3h,UCHPeWh1-ijvGoI9V9x7ZoTQ,http://www.youtube.com/@user-pq8us8xg3h,0,,,,,,,,,,1,,
Ugx8Z4f0Hm3DR0Tg7iV4AaABAg,0,0,2023-10-09 18:40:51,لماذا نشر الصور أليس هذا خطأ يمكن العدو من الكشف,Why publish the photos and isn't this a mistake that enables the enemy to detect,@KarimaKarima-gf2zr,UCCzMKuDs9LnsCeEI00QwIfA,http://www.youtube.com/@KarimaKarima-gf2zr,0,,,,,,1,,,,,,
Ugx82Ec_fqCNHux5csx4AaABAg,0,0,2023-10-09 18:29:07,الله ينصر إخوتنا الفلسطنيين🇩🇿❤️🇵🇸🇩🇿❤️🇵🇸🇩🇿❤️🇵🇸,May God help our brothers الفلسطنيين🇩🇿❤️🇵🇸🇩🇿❤️🇵🇸🇩🇿❤️🇵🇸,@chahinezbelattar3154,UCflQtmMYNcVJ_06t1yxQHrQ,http://www.youtube.com/@chahinezbelattar3154,0,,,,1,,,,,,,,
UgyTKjk-XEgDRY8m6Xx4AaABAg,0,0,2023-10-09 18:15:17,قنتا العربية سكاي نيوزتاعتان للكيان الاسرالي,Al Arabiya and Sky News are affiliated with the Israeli entity,@user-we1wc1bm8w,UCi1dTsdy_qo5g2ekSg6_S4g,http://www.youtube.com/@user-we1wc1bm8w,0,,,,,,,,,,,,
